10459,48269,48250-60000,40000.0-50000,47.1,52.9,9,7.8,9.2,9.1,8.6,15,12.2,12.2,4.7,4.2,4.6,2.8,0.7,28.7,68.7,62.5,10.4,8.1,33138,45.4,54.6,3908,37.4,62.6,48269,70.2,29.8,1.2,26.1,0.2,0.9,0,0.6,0.8	
10460,58676,48250-60000,50000.0-60000,46.8,53.2,8.1,7.8,8,9.1,8.4,16.3,12,13.7,4.7,4,4.8,2.4,0.8,30,70.4,65.3,10,7.9,41281,44.8,55.2,4648,35,65,58676,71.5,28.5,1.9,23.8,0,1.8,0,0.5,0.5	
10461,52435,48250-60000,50000.0-60000,48.5,51.5,6,5.5,5.9,5.2,7,16.5,14.4,14.3,5.7,4.5,7.3,5.1,2.7,37.1,79.2,75.7,17.6,15.2,41544,48.3,51.7,7953,39.2,60.8,52435,40.1,59.9,40.3,7.2,0.1,10.1,0,0.4,1.8	
10462,76114,71500-86000,70000.0-80000,46.6,53.4,7.5,6.9,6.3,5.6,7.1,16.6,14.6,13.8,6.2,5,6,3.3,1.2,35,75.8,72.3,13.4,10.5,57691,45,55,8014,39,61,76114,47.4,52.6,13.2,25.8,0,11.6,0,0.7,1.2	
10463,71238,60000-71500,70000.0-80000,46.8,53.2,7.4,6.2,5.2,4.9,6.6,15.8,13.4,12.2,6.1,5.6,7.9,5.6,3,38,78.3,74.6,19.7,16.5,55814,44.8,55.2,11752,39.8,60.2,71238,48.9,51.1,33,12.7,0.3,3.5,0.1,0.4,1.2	
10464,4532,0-8250,0.0-10000,44.1,55.9,2.9,3.5,7.5,4.2,7.3,7.4,10.1,19.9,9.5,8.1,12.5,5.4,1.9,48.4,83.8,80.3,25.4,19.8,3800,45,55,898,34.2,65.8,4532,22,78,75.9,0.8,0,0.5,0,0,0.9	
10465,46360,41000-48250,40000.0-50000,48.3,51.7,5.6,6.2,6.4,7.1,7.7,12.3,12,13.8,6.2,6.3,8,6.1,2.4,39.3,78.5,72.9,20.2,16.5,36371,46.8,53.2,7651,39.6,60.4,46360,36.1,63.9,50.3,7.8,0.6,3.5,0,1,0.6	
10466,69657,60000-71500,60000.0-70000,45.3,54.7,6.5,6.5,7.2,7.9,8.4,12,13.5,15.1,6.2,5,7.1,3.2,1.4,36.1,74.9,70.2,14.8,11.7,52205,43.7,56.3,8132,39.4,60.6,69657,21.6,78.4,3.2,71.1,0.1,1.9,0,0.7,1.3	
10467,99251,86000-inf,90000.0-100000,47.3,52.7,8.1,6.9,7.3,7.2,7.7,15.7,14.4,13.1,5.1,4.1,5.8,3.2,1.4,33.1,73.5,68.7,12.7,10.4,72908,45.6,54.4,10349,38.7,61.3,99251,48.1,51.9,9.2,33.4,0.2,6.9,0,1.1,1	
10468,72683,71500-86000,70000.0-80000,46.9,53.1,7.7,7.3,6.7,7.3,9.4,16.9,12.8,13.5,5.6,4.2,4.9,2.4,1.4,31.9,74.2,69,10.8,8.7,53904,46.3,53.7,6288,36,64,72683,71.4,28.6,3.7,19.7,0.2,4,0,0.4,0.6	
